url_detalle,cargo_especifico,empresa_nombre,ubicacion_provincia,salario_mensual_base,experiencia_requerida,menciones_tecnologia,tipo_contrato,jornada,educacion_minima,modalidad
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-jr-de-rys-rubro-financiero-en-san-isidro-8C39916808949D3F61373E686DCF3405,Analista Jr de RyS / Rubro Financiero,Eurofirms Perú,"San Isidro, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-marketing-digital-ves-villa-el-salvador-lima-en-villa-el-salvador-ED31FA4ABCE1FFAE61373E686DCF3405,Analista de Marketing Digital / VES,Grupo DN,"Villa El Salvador, Lima",,3.0,5,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-seleccion-procesos-bancarios-yo-call-center-chincha-en-lima-CDCE5090A62C406161373E686DCF3405,Analista de selección (Procesos bancarios y/o call center),Importante empresa del sector,"Lima, Lima",,,3,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-networking-en-surquillo-CA0D5356E06046B061373E686DCF3405,Analista de Networking,"4,4OPTICAL NETWORKS S.A.C.","Surquillo, Lima",1600.0,1.0,4,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-nominas-en-santiago-de-surco-DF233DDD6B51CFF761373E686DCF3405,Analista de Nóminas,"4,5Grupo Educa_d","Santiago De Surco, Lima",,3.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-con-experiencia-en-comas-B2DCEDB94C6928CA61373E686DCF3405,analista contable,Pyramid Businesses SAC,"Comas, Lima",,2.0,4,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-reclutamiento-y-seleccion-de-personal-procesos-masivos-call-center-en-lima-D7250A537BB8EDA361373E686DCF3405,Analista de reclutamiento y selección de personal,"4,3Salesland Pacífico","Lima, Lima",,1.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-funcional-de-ti-en-santiago-de-surco-D445A45ABD2B191D61373E686DCF3405,Analista Senior Funcional de TI,"4,6Grupo Pacasmayo","Santiago De Surco, Lima",,3.0,4,Contrato a Plazo Indeterminado,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-compras-nacionales-san-martin-de-porres-en-san-martin-de-porres-1BE7291B2AC9510461373E686DCF3405,Analista de compras nacionales / San Martin de Porres,"4,2SaniCenter SAC","San Martin De Porres, Lima",,2.0,3,Contrato Ocasional,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-servicios-ti-jr-en-lima-AAC8B79904A9485561373E686DCF3405,Analista de Servicios TI Jr,"4,2Software Enterprise Services SAC","Lima, Lima",,1.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-importaciones-ingles-avanzado-en-lima-20348AE4833758DC61373E686DCF3405,analista de importaciones,Importante empresa del sector Industrial,"Lima, Lima",2500.0,3.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-control-de-calidad-en-lurigancho-E529350278DE8D6A61373E686DCF3405,Analista de control de calidad,LABORATORIOS DROGAVET SAC,"Lurigancho, Lima",,1.0,3,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-calidad-de-seleccion-bilingue-con-experiencia-en-call-center-en-miraflores-B7ABF8EDDBF69DAD61373E686DCF3405,Analista de Calidad de Selecciòn Bilingue,Apex America Perú,"Miraflores, Lima",2500.0,2.0,4,Contrato de Temporada,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional-senior-odoo-en-miraflores-DAEE43491B294C1E61373E686DCF3405,Analista Funcional Odoo,SAME MOTION,"Miraflores, Lima",,3.0,3,Contrato por Necesidades del Mercado,Completa,universitario,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-marketing-en-san-luis-C484A843AEA7237761373E686DCF3405,Analista de Marketing,RAYMA E HIJOS S.A.C,"San Luis, Lima",,2.0,3,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-finanzas-lima-norte-en-puente-piedra-83DF6B7B617975B261373E686DCF3405,Analista de Finanzas,"4,2Punto de Distribucion SAC","Puente Piedra, Lima",,3.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-costos-en-ate-359B70CF26FC80D461373E686DCF3405,Analista de costos,"3,9SNOW BOARDING S.A.C.","Ate, Lima",2700.0,,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-compras-en-santiago-de-surco-120520CEC26C33E461373E686DCF3405,Analista de Compras,Empresa sector automotriz,"Santiago De Surco, Lima",,2.0,4,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-pruebas-qa-en-san-isidro-280417A41C74FE9361373E686DCF3405,Analista de pruebas QA,"4,3Choucair Testing S.A.","San Isidro, Lima",3600.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-lima-A6D1C857E5A5CBD761373E686DCF3405,Analista de Datos,"4,2Software Enterprise Services SAC","Lima, Lima",,3.0,6,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-comercialcontrol-de-inventario-stock-control-inventario-stock-en-la-victoria-345EFA95A8573F0161373E686DCF3405,Analista comercial/control de inventario stock,Importante empresa del sector,"La Victoria, Lima",,2.0,5,Contrato por Obra Determinada o Servicio Específico,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-administrativo-con-experiencia-en-big-four-en-san-isidro-016088CA9583982261373E686DCF3405,Analista Contable Administrativo,LOVA CONSULTING SOCIEDAD ANONIMA CERRADA,"San Isidro, Lima",,1.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-recursos-humanos-en-san-luis-EB5310421C7D280B61373E686DCF3405,Analista / Coordinador de Recursos Humanos,ETICOM PERU S.A.C.,"San Luis, Lima",,5.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-inventarios-en-san-borja-0A876FB19D6DD90D61373E686DCF3405,Analista de inventarios,EDI GLOBAL E.I.R.L.,"San Borja, Lima",1500.0,,4,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-business-intelligence-programa-de-soporte-al-paciente-en-san-isidro-D866EEFD1B51FEA661373E686DCF3405,Analista / business intelligence,LITYALABS BUSINESS PROCESS SOCIEDAD ANONIMA CERRADA,"San Isidro, Lima",2500.0,2.0,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-tesoreria-en-lima-34F649E0FDD6C51B61373E686DCF3405,Analista de tesorería,Importante empresa del sector,"Lima, Lima",,2.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistemas-experiencia-en-rubro-tecnologico-en-ate-A3D3D728F790EDF761373E686DCF3405,Analista de sistemas,Kurmi color sac,"Ate, Lima",1600.0,1.0,5,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-full-stack-con-experiencia-en-barranco-F51726965BCF562561373E686DCF3405,Analista Programador Full Stack,INNOVATION CLEVERLY S.A.C,"Barranco, Lima",2200.0,2.0,4,Contrato a Plazo Indeterminado,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-facturacion-y-cobranza-empresa-inmobiliaria-en-la-molina-8CCB29F6DF2F164961373E686DCF3405,Analista de Facturación y Cobranza,CONSULTA UP S.A.C.,"La Molina, Lima",2100.0,3.0,5,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-odoo-en-miraflores-1A98FB637C0E697461373E686DCF3405,Analista Programador Odoo,SAME MOTION,"Miraflores, Lima",,3.0,5,Contrato por Necesidades del Mercado,Completa,universitario,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-marketing-y-comunicaciones-con-amplia-experiencia-y-muy-creativo-en-san-juan-de-miraflores-E8E9148327E0E52661373E686DCF3405,Analista de Marketing y Comunicaciones,MVL INGENIEROS,"San Juan De Miraflores, Lima",,3.0,3,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-comercial-rubro-inmobiliario-en-lima-73EB7D00F0A44A0261373E686DCF3405,Analista Comercial (Rubro inmobiliario),DE & AD INGENIEROS S.A.C.,"Lima, Lima",,,5,Contrato Intermitente,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-help-desk-nivel-2-analista-de-soporte-en-lima-F1B97C688DD8088761373E686DCF3405,Help Desk nivel 2 / Analista de Soporte,"4,4Apuesta Total","Lima, Lima",,1.0,4,Contrato a Plazo Indeterminado,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-gtr-ventas-portabilidad-en-lima-EA241163B98B761D61373E686DCF3405,Analista GTR Ventas Portabilidad,"4,2RECSA PERÚ","Lima, Lima",,1.0,5,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-tributario-control-interno-en-san-isidro-AB2708DE9A75A64A61373E686DCF3405,Analista Contable Tributario (Control Interno),Importante empresa del Sector Comercial,"San Isidro, Lima",,3.0,3,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-con-experiencia-en-santa-anita-2B357A1A0CBAF5C361373E686DCF3405,Analista Contable,OPERADOR LOGISTICO PUCHOC EIRL,"Santa Anita, Lima",2000.0,2.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-almacen-mp--temporal-suplencia-por-maternidad-empresa-de-consumo-masivo-en-ate-A6D428FB5496FC1961373E686DCF3405,Analista de Almacén MP  / Temporal (Suplencia por Maternidad),"4,3Braedt S.A","Ate, Lima",,2.0,4,Contrato de Suplencia,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-control-de-calidad-quimico-farmaceutico-en-ate-91F9A925A8DD62A461373E686DCF3405,Analista de Control de CalIdad,"4,1Laboratorios Farmacéuticos Markos S.A.","Ate, Lima",,3.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-propuestas-en-magdalena-del-mar-B3194EDF8176C2E861373E686DCF3405,Analista de propuestas,Importante empresa del sector,"Magdalena Del Mar, Lima",,2.0,3,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-creditos-y-cobranzas-en-villa-maria-del-triunfo-4AA18EA457DD4E7661373E686DCF3405,Analista de Créditos y Cobranzas,ADITIVOS ESPECIALES S.A.C,"Villa Maria Del Triunfo, Lima",,2.0,4,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-en-san-luis-DB009D291D056A7461373E686DCF3405,Analista contable,LQ Trading Import Export,"San Luis, Lima",2700.0,2.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-calidad-de-software-en-lima-3C13F5CF69EB90FA61373E686DCF3405,analista de calidad,T-ID SOLUTIONS SAC,"Lima, Lima",,1.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gestion-del-talento-en-santiago-de-surco-FB003A13434BBE5B61373E686DCF3405,Analista de Gestión del Talento,"4,2INNOVANDUM","Santiago De Surco, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-produccion-ti-lugar-de-trabajo-ate-en-ate-B8A749E5D4E40AEF61373E686DCF3405,Analista de Producción TI,Importante empresa del sector,"Ate, Lima",,2.0,6,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-qa-con-experiencia-en-datos-en-san-isidro-38CD7953AC641EC261373E686DCF3405,Analista QA con experiencia en datos,"4,3Choucair Testing S.A.","San Isidro, Lima",4900.0,,6,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-jr-de-recojo-y-embarque-distribucion-logistica-disponibilidad-inmediata-en-brena-3FF3F00B06619F4C61373E686DCF3405,Analista Jr. de Recojo y Embarque / Distribución / Logística,"4,1ANDES EXPRESS S.A.C.","Breña, Lima",,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-en-licitaciones-o-contrataciones-del-estado-en-carabayllo-EDF80859F457974561373E686DCF3405,Analista en Licitaciones o Contrataciones del Estado,Empresa Industrial de Materiales de Construcción,"Carabayllo, Lima",3000.0,3.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-marketing-digital-rubro-automotriz-en-lima-5FDD0F5D0B2CA20661373E686DCF3405,Analista de marketing digital,"4,3Interamericana Norte SAC","Lima, Lima",,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Remoto
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-control-de-inventarios-en-lima-1C11A17132AD0CE661373E686DCF3405,Analista de Control de Inventarios,"4,1FOOTLOOSE","Lima, Lima",,2.0,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-bi-cobranzas-en-miraflores-71A7F357F91FE19661373E686DCF3405,Analista BI,"4,4Grupo AUNA","Miraflores, Lima",,2.0,6,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-producto-junior-product-manager-junior-seguridad-electronica-en-lima-F42C82E23BE8187B61373E686DCF3405,Analista de producto Junior,Importante empresa del sector,"Lima, Lima",2500.0,2.0,3,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gobierno-de-datos-en-lima-D70E79C3F43EA1F961373E686DCF3405,Analista de Gobierno de Datos,"4,2Software Enterprise Services SAC","Lima, Lima",,3.0,6,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-fichas-tecnicas-sede-sjl-zarate-en-san-juan-de-lurigancho-61DCF72A3D26B2C461373E686DCF3405,"Analista de Fichas Técnicas . Sede: SJL, Zárate.","4,3Grupo Pionier","San Juan De Lurigancho, Lima",,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-tributario-en-lima-6B6871C8D0FBF9B061373E686DCF3405,Analista Tributario,UNIMAQ S.A.,"Lima, Lima",,,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-tesoreria-en-lima-DC2C5EAF85EB392A61373E686DCF3405,Analista de tesorería,Exituno S.A.,"Lima, Lima",,3.0,3,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-legal-en-san-isidro-5C3EE8931A30042B61373E686DCF3405,Analista legal,"4,1FINANTY S.A.","San Isidro, Lima",3500.0,,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-rrhh-y-operaciones-huachipa-en-lurigancho-A2DEC2FDBF7337D161373E686DCF3405,Analista de RRHH y Operaciones Huachipa,Importante empresa del sector,"Lurigancho, Lima",,3.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-creditos-banca-en-santiago-de-surco-A003D9B8D613745461373E686DCF3405,Analista de créditos,"4,2Adecco Perú S.A.","Santiago De Surco, Lima",,,5,Contrato Intermitente,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-trabajo-hibrido-en-san-isidro-1DD99D6AD18E8B5961373E686DCF3405,Analista de datos / trabajo híbrido,ALIV TELECOM S.A.C.,"San Isidro, Lima",,,5,Contrato por Inicio o Incremento de Actividad,Completa,educación secundaria,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-gerencia-comercial--analista-comercial-en-lurin-99C2FC2336FA3F9761373E686DCF3405,Analista Comercial / Asist. Gerencia Comercial,Makita Peru SA,"Lurin, Lima",,2.0,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-compras-sector-distributivo-retailexp-2-anoschorrillos-sector-retail-disponibilidad-inmediata-en-chorrillos-603BCD188DE3228C61373E686DCF3405,"Analista de Compras/ Sector distributivo, Retail/Exp. 2 años/Chorrillos","4,2Adecco Perú S.A.","Chorrillos, Lima",2000.0,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-cobranzas-mall-plaza-en-lima-0A05CB8B8666635461373E686DCF3405,Analista de Cobranzas Mall Plaza,FALABELLA CORPORATIVO PERÚ,"Lima, Lima",,,4,Contrato a Plazo Indeterminado,Completa,maestría,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-junior-de-datos-programa-social-ambiental-en-san-isidro-AB3DF2084DF827B561373E686DCF3405,Analista Junior de datos (Programa Social ambiental),EXPERTISE PERÚ,"San Isidro, Lima",,,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-de-power-apps-en-lima-348FC3676C510C9361373E686DCF3405,Analista / Desarrollador de power apps,Confidencial,"Lima, Lima",4000.0,2.0,6,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-d-datos-de-gerencia-en-miraflores-0C5F950C246978A661373E686DCF3405,Analista d datos de Gerencia,Movitecnica,"Miraflores, Lima",,3.0,5,Contrato a Plazo Indeterminado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-seleccion-de-personal-magdalena-del-mar-en-magdalena-del-mar-AE2642B85C75A9DB61373E686DCF3405,Analista de Selección de Personal,"4,2MONTALVO INSTITUTE CORP SAC","Magdalena Del Mar, Lima",,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-marketing-en-lima-97C6D777F9C4F0DB61373E686DCF3405,Analista de Marketing,"Reconocida Consultoría Contable, Legal y de RRHH","Lima, Lima",,3.0,3,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-ingenieria-logistica-santa-anita-en-santa-anita-746EEB24715DB07061373E686DCF3405,Analista de Ingeniería Logística,"4,0Lavoro Perú","Santa Anita, Lima",,1.0,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programadora-de-sistemas-software-en-miraflores-3CE071B3B6BA483461373E686DCF3405,Analista programador/a de sistemas / software,Importante empresa del sector salud,"Miraflores, Lima",,1.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-con-experiencia-zona-villa-maria-del-triunfo-jose-galvez-en-villa-maria-del-triunfo-ACF6D98C288E630561373E686DCF3405,Analista de Crédito con Experiencia / Zona Villa María del Triunfo José Galvez,"4,4CAJA AREQUIPA","Villa Maria Del Triunfo, Lima",,1.0,3,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-senior-de-contabilidad-en-santiago-de-surco-1A1D35FE880BD85761373E686DCF3405,Analista Senior de Contabilidad,"4,3TOTAL SERVICIOS FINANCIEROS EMPRESA DE CREDITOS","Santiago De Surco, Lima",,3.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-los-olivos-en-los-olivos-6811BF0871901E8C61373E686DCF3405,Analista de datos,QF Farmacia de Medicamentos Personalizados,"Los Olivos, Lima",,,7,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-con-experiencia-agencia-chorrillos-ag-plaza-tupac-en-chorrillos-76060917D2377C1F61373E686DCF3405,Analista de Crédito con Experiencia / Agencia Chorrillos / Ag. Plaza Tupac,"4,4CAJA AREQUIPA","Chorrillos, Lima",,1.0,3,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-con-experiencia-zona-villa-el-salvador-en-villa-el-salvador-19BD21D86E83D35861373E686DCF3405,Analista de Crédito con Experiencia / Zona Villa el salvador,"4,4CAJA AREQUIPA","Villa El Salvador, Lima",,1.0,3,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-procesos-proyectos-y-automatizacion-ti-gerencia-de-ti-en-san-isidro-0F38A60E387FAA3761373E686DCF3405,Analista de Procesos / Proyectos y automatización TI,WIN,"San Isidro, Lima",,2.0,5,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Híbrido
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistema-de-gestion-de-la-calidad-en-lima-23F57FED30C7B19B61373E686DCF3405,Analista de Sistema de Gestión de la Calidad,Importante empresa del sector,"Lima, Lima",,2.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-ventas-en-santiago-de-surco-D19223155057026661373E686DCF3405,Analista de ventas,"4,2Consorcio LP","Santiago De Surco, Lima",3428.0,3.0,4,Contrato de Suplencia,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-administracion-de-personal-y-nomina-en-lurigancho-6007131A2821E94D61373E686DCF3405,Analista de Administración de Personal y Nómina,Importante empresa del sector,"Lurigancho, Lima",,3.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-inspector-de-mantenimiento-facility-managementservicios-generales-en-san-isidro-90B431480A2FB5CC61373E686DCF3405,Analista Inspector de Mantenimiento,Tgestiona,"San Isidro, Lima",,3.0,3,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-jr-de-recursos-humanos-en-pueblo-libre-B91FDD3982C91EB661373E686DCF3405,Analista Jr. de Recursos Humanos,Importante empresa de Gestión Ambiental,"Pueblo Libre, Lima",1800.0,2.0,4,Contrato por Necesidades del Mercado,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-con-experiencia-agencia-mala-en-mala-0F0BCFD3A03C6ED561373E686DCF3405,Analista de Crédito con Experiencia Agencia Mala,"4,4CAJA AREQUIPA","Mala, Lima",,1.0,3,Contrato a Plazo Indeterminado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-sistema-de-gestion-de-la-calidad-en-lima-23F57FED30C7B19B61373E686DCF3405,Analista de Sistema de Gestión de la Calidad,Importante empresa del sector,"Lima, Lima",,2.0,4,Contrato por Obra Determinada o Servicio Específico,Completa,universitario,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-planillas-ate-en-ate-26A30BB9CACF9C0161373E686DCF3405,Analista de Planillas,Importante empresa del sector,"Ate, Lima",,3.0,4,Contrato por Necesidades del Mercado,Completa,técnico,Presencial
https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-gestion-y-desarrollo-humano-nominas-recursos-humanos-en-santiago-de-surco-2D3346F0CD34DD3861373E686DCF3405,Analista de Gestión y Desarrollo Humano/ Nóminas,"4,3Sum Vehiculos S.A","Santiago De Surco, Lima",,2.0,4,Contrato por Inicio o Incremento de Actividad,Completa,universitario,Presencial
