id_oferta,cargo,empresa,ciudad,salario_publicado,salario_mensual_base,segmento_salarial,experiencia_requerida,nivel_experiencia,educacion_minima,educacion_minima_valor,modalidad,es_remoto,es_presencial,tipo_contrato,jornada,tiempo_parcial,menciones_tecnologia
8C39916808949D3F61373E686DCF3405,Analista de Créditos y Cobranzas,Eurofirms Perú,San Isidro,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
ED31FA4ABCE1FFAE61373E686DCF3405,Analista de Marketing,Grupo DN,Villa El Salvador,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,5
CDCE5090A62C406161373E686DCF3405,Analista de Comercial / Ventas,Importante empresa del sector,Lima,0,,,0,Junior,universitario,4,Remoto,1,0,Contrato por Inicio o Incremento de Actividad,Completa,0,3
CA0D5356E06046B061373E686DCF3405,Analista (General),OPTICAL NETWORKS S.A.C.,Surquillo,1,1600.0,Alto,1,Junior,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
DF233DDD6B51CFF761373E686DCF3405,Analista de Contabilidad / Nóminas,Grupo Educa_d,Santiago De Surco,0,,,3,Mid-Level,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
B2DCEDB94C6928CA61373E686DCF3405,Analista de Contabilidad / Nóminas,Pyramid Businesses SAC,Comas,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,4
D7250A537BB8EDA361373E686DCF3405,Analista de RRHH,Salesland Pacífico,Lima,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
D445A45ABD2B191D61373E686DCF3405,Analista de TI / Sistemas,Grupo Pacasmayo,Santiago De Surco,0,,,3,Mid-Level,universitario,4,Híbrido,1,1,Contrato a Plazo Indeterminado,Completa,0,4
1BE7291B2AC9510461373E686DCF3405,Analista de Logística / Operaciones,SaniCenter SAC,San Martin De Porres,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato Ocasional,Completa,0,3
AAC8B79904A9485561373E686DCF3405,Analista de TI / Sistemas,Software Enterprise Services SAC,Lima,0,,,1,Junior,universitario,4,Híbrido,1,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
20348AE4833758DC61373E686DCF3405,Analista de Logística / Operaciones,Importante empresa del sector Industrial,Lima,1,2500.0,Alto,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
E529350278DE8D6A61373E686DCF3405,Analista de Calidad / SSOMA,LABORATORIOS DROGAVET SAC,Lurigancho,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
B7ABF8EDDBF69DAD61373E686DCF3405,Analista de RRHH,Apex America Perú,Miraflores,1,2500.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato de Temporada,Completa,0,4
DAEE43491B294C1E61373E686DCF3405,Analista de TI / Sistemas,SAME MOTION,Miraflores,0,,,3,Mid-Level,universitario,4,Remoto,1,0,Contrato por Necesidades del Mercado,Completa,0,3
C484A843AEA7237761373E686DCF3405,Analista de Marketing,RAYMA E HIJOS S.A.C,San Luis,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
83DF6B7B617975B261373E686DCF3405,Analista (General),Punto de Distribucion SAC,Puente Piedra,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
359B70CF26FC80D461373E686DCF3405,Analista de Contabilidad / Nóminas,SNOW BOARDING S.A.C.,Ate,1,2700.0,Alto,0,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
120520CEC26C33E461373E686DCF3405,Analista de Logística / Operaciones,Empresa sector automotriz,Santiago De Surco,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
280417A41C74FE9361373E686DCF3405,Analista de QA / Testing,Choucair Testing S.A.,San Isidro,1,3600.0,Alto,0,Junior,técnico,3,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
A6D1C857E5A5CBD761373E686DCF3405,Analista de Datos / BI,Software Enterprise Services SAC,Lima,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,6
345EFA95A8573F0161373E686DCF3405,Analista de Comercial / Ventas,Importante empresa del sector,La Victoria,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,5
016088CA9583982261373E686DCF3405,Analista de Contabilidad / Nóminas,LOVA CONSULTING SOCIEDAD ANONIMA CERRADA,San Isidro,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
EB5310421C7D280B61373E686DCF3405,Coordinador de RRHH,ETICOM PERU S.A.C.,San Luis,0,,,5,Senior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
0A876FB19D6DD90D61373E686DCF3405,Analista de Logística / Operaciones,EDI GLOBAL E.I.R.L.,San Borja,1,1500.0,Medio,0,Junior,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
D866EEFD1B51FEA661373E686DCF3405,Analista de Datos / BI,LITYALABS BUSINESS PROCESS SOCIEDAD ANONIMA CERRADA,San Isidro,1,2500.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
34F649E0FDD6C51B61373E686DCF3405,Analista de Créditos y Cobranzas,Importante empresa del sector,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
A3D3D728F790EDF761373E686DCF3405,Analista de TI / Sistemas,Kurmi color sac,Ate,1,1600.0,Alto,1,Junior,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,5
F51726965BCF562561373E686DCF3405,Analista de TI / Sistemas,INNOVATION CLEVERLY S.A.C,Barranco,1,2200.0,Alto,2,Mid-Level,técnico,3,Híbrido,1,1,Contrato a Plazo Indeterminado,Completa,0,4
8CCB29F6DF2F164961373E686DCF3405,Analista de Créditos y Cobranzas,CONSULTA UP S.A.C.,La Molina,1,2100.0,Alto,3,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
1A98FB637C0E697461373E686DCF3405,Analista de TI / Sistemas,SAME MOTION,Miraflores,0,,,3,Mid-Level,universitario,4,Remoto,1,0,Contrato por Necesidades del Mercado,Completa,0,5
E8E9148327E0E52661373E686DCF3405,Analista de Marketing,MVL INGENIEROS,San Juan De Miraflores,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
73EB7D00F0A44A0261373E686DCF3405,Analista de Comercial / Ventas,DE & AD INGENIEROS S.A.C.,Lima,0,,,0,Junior,técnico,3,Presencial,0,1,Contrato Intermitente,Completa,0,5
F1B97C688DD8088761373E686DCF3405,Analista (General),Apuesta Total,Lima,0,,,1,Junior,técnico,3,Híbrido,1,1,Contrato a Plazo Indeterminado,Completa,0,4
EA241163B98B761D61373E686DCF3405,Analista de Comercial / Ventas,RECSA PERÚ,Lima,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
AB2708DE9A75A64A61373E686DCF3405,Analista de Contabilidad / Nóminas,Importante empresa del Sector Comercial,San Isidro,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
2B357A1A0CBAF5C361373E686DCF3405,Analista de Contabilidad / Nóminas,OPERADOR LOGISTICO PUCHOC EIRL,Santa Anita,1,2000.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
A6D428FB5496FC1961373E686DCF3405,Analista de Logística / Operaciones,Braedt S.A,Ate,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato de Suplencia,Completa,0,4
91F9A925A8DD62A461373E686DCF3405,Analista de Calidad / SSOMA,Laboratorios Farmacéuticos Markos S.A.,Ate,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
B3194EDF8176C2E861373E686DCF3405,Analista (General),Importante empresa del sector,Magdalena Del Mar,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
4AA18EA457DD4E7661373E686DCF3405,Analista de Créditos y Cobranzas,ADITIVOS ESPECIALES S.A.C,Villa Maria Del Triunfo,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
DB009D291D056A7461373E686DCF3405,Analista de Contabilidad / Nóminas,LQ Trading Import Export,San Luis,1,2700.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
3C13F5CF69EB90FA61373E686DCF3405,Analista de Calidad / SSOMA,T-ID SOLUTIONS SAC,Lima,0,,,1,Junior,universitario,4,Híbrido,1,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
FB003A13434BBE5B61373E686DCF3405,Analista de RRHH,INNOVANDUM,Santiago De Surco,0,,,0,Junior,técnico,3,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
B8A749E5D4E40AEF61373E686DCF3405,Analista de TI / Sistemas,Importante empresa del sector,Ate,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
38CD7953AC641EC261373E686DCF3405,Analista de Datos / BI,Choucair Testing S.A.,San Isidro,1,4900.0,Alto,0,Junior,técnico,3,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
3FF3F00B06619F4C61373E686DCF3405,Analista de Logística / Operaciones,ANDES EXPRESS S.A.C.,Breña,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
EDF80859F457974561373E686DCF3405,Analista (General),Empresa Industrial de Materiales de Construcción,Carabayllo,1,3000.0,Alto,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
5FDD0F5D0B2CA20661373E686DCF3405,Analista de Marketing,Interamericana Norte SAC,Lima,0,,,2,Mid-Level,universitario,4,Remoto,1,0,Contrato por Inicio o Incremento de Actividad,Completa,0,4
1C11A17132AD0CE661373E686DCF3405,Analista de Logística / Operaciones,FOOTLOOSE,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
71A7F357F91FE19661373E686DCF3405,Analista de Datos / BI,Grupo AUNA,Miraflores,0,,,2,Mid-Level,técnico,3,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
F42C82E23BE8187B61373E686DCF3405,Analista (General),Importante empresa del sector,Lima,1,2500.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
D70E79C3F43EA1F961373E686DCF3405,Analista de Datos / BI,Software Enterprise Services SAC,Lima,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,6
61DCF72A3D26B2C461373E686DCF3405,Analista (General),Grupo Pionier,San Juan De Lurigancho,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
6B6871C8D0FBF9B061373E686DCF3405,Analista de Contabilidad / Nóminas,UNIMAQ S.A.,Lima,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
DC2C5EAF85EB392A61373E686DCF3405,Analista de Créditos y Cobranzas,Exituno S.A.,Lima,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
5C3EE8931A30042B61373E686DCF3405,Analista (General),FINANTY S.A.,San Isidro,1,3500.0,Alto,0,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
A2DEC2FDBF7337D161373E686DCF3405,Analista de RRHH,Importante empresa del sector,Lurigancho,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
A003D9B8D613745461373E686DCF3405,Analista de Créditos y Cobranzas,Adecco Perú S.A.,Santiago De Surco,0,,,0,Junior,universitario,4,Híbrido,1,1,Contrato Intermitente,Completa,0,5
1DD99D6AD18E8B5961373E686DCF3405,Analista de Datos / BI,ALIV TELECOM S.A.C.,San Isidro,0,,,0,Junior,educación secundaria,2,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
99C2FC2336FA3F9761373E686DCF3405,Analista de Comercial / Ventas,Makita Peru SA,Lurin,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
603BCD188DE3228C61373E686DCF3405,Analista de Logística / Operaciones,Adecco Perú S.A.,Chorrillos,1,2000.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
0A05CB8B8666635461373E686DCF3405,Analista de Créditos y Cobranzas,FALABELLA CORPORATIVO PERÚ,Lima,0,,,0,Junior,maestría,5,Híbrido,1,1,Contrato a Plazo Indeterminado,Completa,0,4
AB3DF2084DF827B561373E686DCF3405,Analista de Datos / BI,EXPERTISE PERÚ,San Isidro,0,,,0,Junior,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
348FC3676C510C9361373E686DCF3405,Analista (General),Confidencial,Lima,1,4000.0,Alto,2,Mid-Level,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
0C5F950C246978A661373E686DCF3405,Analista de Datos / BI,Movitecnica,Miraflores,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,5
AE2642B85C75A9DB61373E686DCF3405,Analista de RRHH,MONTALVO INSTITUTE CORP SAC,Magdalena Del Mar,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
97C6D777F9C4F0DB61373E686DCF3405,Analista de Marketing,"Reconocida Consultoría Contable, Legal y de RRHH",Lima,0,,,3,Mid-Level,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
746EEB24715DB07061373E686DCF3405,Analista de Logística / Operaciones,Lavoro Perú,Santa Anita,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
3CE071B3B6BA483461373E686DCF3405,Analista de TI / Sistemas,Importante empresa del sector salud,Miraflores,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
ACF6D98C288E630561373E686DCF3405,Analista de Créditos y Cobranzas,CAJA AREQUIPA,Villa Maria Del Triunfo,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,3
1A1D35FE880BD85761373E686DCF3405,Analista de Contabilidad / Nóminas,TOTAL SERVICIOS FINANCIEROS EMPRESA DE CREDITOS,Santiago De Surco,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
6811BF0871901E8C61373E686DCF3405,Analista de Datos / BI,QF Farmacia de Medicamentos Personalizados,Los Olivos,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,7
76060917D2377C1F61373E686DCF3405,Analista de Créditos y Cobranzas,CAJA AREQUIPA,Chorrillos,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,3
19BD21D86E83D35861373E686DCF3405,Analista de Créditos y Cobranzas,CAJA AREQUIPA,Villa El Salvador,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,3
0F38A60E387FAA3761373E686DCF3405,Analista de TI / Sistemas,WIN,San Isidro,0,,,2,Mid-Level,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
23F57FED30C7B19B61373E686DCF3405,Analista de Calidad / SSOMA,Importante empresa del sector,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
D19223155057026661373E686DCF3405,Analista de Comercial / Ventas,Consorcio LP,Santiago De Surco,1,3428.0,Alto,3,Mid-Level,universitario,4,Presencial,0,1,Contrato de Suplencia,Completa,0,4
6007131A2821E94D61373E686DCF3405,Analista de Contabilidad / Nóminas,Importante empresa del sector,Lurigancho,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
90B431480A2FB5CC61373E686DCF3405,Analista (General),Tgestiona,San Isidro,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,3
B91FDD3982C91EB661373E686DCF3405,Analista de RRHH,Importante empresa de Gestión Ambiental,Pueblo Libre,1,1800.0,Alto,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
0F0BCFD3A03C6ED561373E686DCF3405,Analista de Créditos y Cobranzas,CAJA AREQUIPA,Mala,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,3
23F57FED30C7B19B61373E686DCF3405,Analista de Calidad / SSOMA,Importante empresa del sector,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
26A30BB9CACF9C0161373E686DCF3405,Analista de Contabilidad / Nóminas,Importante empresa del sector,Ate,0,,,3,Mid-Level,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
2D3346F0CD34DD3861373E686DCF3405,Analista de Contabilidad / Nóminas,Sum Vehiculos S.A,Santiago De Surco,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
81C401E258DE858161373E686DCF3405,Analista de Créditos y Cobranzas,Empresa del rubro retail,Villa Maria Del Triunfo,0,,,0,Junior,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
6007131A2821E94D61373E686DCF3405,Analista de Contabilidad / Nóminas,Importante empresa del sector,Lurigancho,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
90B431480A2FB5CC61373E686DCF3405,Analista (General),Tgestiona,San Isidro,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,3
A2F02DE6A6A2744061373E686DCF3405,Analista de RRHH,Adecco Perú S.A.,Santiago De Surco,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
A8201AB230A1B0DA61373E686DCF3405,Otros de Logística / Operaciones,Topitop,La Molina,0,,,1,Junior,educación secundaria,2,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
CF01FBC93FF0341661373E686DCF3405,Analista de Datos / BI,Grupo Odisea,Ate,1,3400.0,Alto,1,Junior,universitario,4,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,7
835B9B57A0DAB9EA61373E686DCF3405,Analista de Marketing,MOVIL BUS S.A.C,Lima,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
D42F0D0F13B5F1D561373E686DCF3405,Analista (General),Certimin S.A.,San Juan De Miraflores,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,3
D3F6EA181447CBD761373E686DCF3405,Analista de Comercial / Ventas,Grupo BASA-FACUSA-EISAC.,Ate,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,5
E24EA08C9C0F17B561373E686DCF3405,Analista de Logística / Operaciones,Importante empresa del sector retail,Villa El Salvador,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
4DD4F64D4A6AB1E261373E686DCF3405,Analista (General),REPRESENTACIONES MARTIN S.A.C,Villa El Salvador,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
465FFC643E2AABC961373E686DCF3405,Analista (General),Importante empresa del sector retail,Villa El Salvador,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,5
DE7CD8F5A46996E061373E686DCF3405,Analista (General),Financiera QAPAQ,Magdalena Del Mar,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
C396B76E438E70AB61373E686DCF3405,Analista de Comercial / Ventas,Matritech SAC,San Juan De Lurigancho,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
8C9F9E3BB9A606E261373E686DCF3405,Otros / No Especificado,Adecco Perú S.A.,Lima,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
13AEDEDCE12A8D1D61373E686DCF3405,Analista (General),La Calera S.A.C.,Chorrillos,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
8B884077F1C00DB861373E686DCF3405,Analista de Logística / Operaciones,ANDES EXPRESS S.A.C.,Breña,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
A2400A33F17AAB1D61373E686DCF3405,Analista de Marketing,Adecco Perú S.A.,Santiago De Surco,1,1900.0,Alto,1,Junior,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
C2C6AB26F3A5CD1661373E686DCF3405,Analista de Contabilidad / Nóminas,BRIGHTCELL LOGISTICS PERU SAC,Miraflores,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
321509C3864444E461373E686DCF3405,Analista de TI / Sistemas,ROAD FEEDER SERVICES S.A.C,Lima,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
6AB93B6D812F5C9561373E686DCF3405,Analista (General),Apuesta Total,Lima,0,,,0,Junior,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
3A9FBCE2DD2C94BD61373E686DCF3405,Analista de Datos / BI,Bitel,San Isidro,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,6
E4D516825CD0E38D61373E686DCF3405,Analista (General),GUARD MAN,La Victoria,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
465817266E6D6A5D61373E686DCF3405,Analista de Datos / BI,Manpower,Lima,0,,,0,Junior,universitario,4,Remoto,1,0,Contrato de Temporada,Completa,0,8
30A9E5828AE2580361373E686DCF3405,Analista de Contabilidad / Nóminas,LOVA CONSULTING SOCIEDAD ANONIMA CERRADA,Puente Piedra,1,2000.0,Alto,3,Mid-Level,técnico,3,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
75B45A074EB9FF0361373E686DCF3405,Analista de Contabilidad / Nóminas,VSI Industrial S.A.C.,Lurin,0,,,3,Mid-Level,universitario,4,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
539BC9206F012F9461373E686DCF3405,Analista de Datos / BI,Grupo Odisea,Ate,1,3000.0,Alto,1,Junior,universitario,4,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,7
958FB350EA6AD06A61373E686DCF3405,Analista de Créditos y Cobranzas,Compartamos Banco,Villa Maria Del Triunfo,1,1365.0,Medio,0,Junior,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
1C921A93360CF61061373E686DCF3405,Analista de Comercial / Ventas,Importante empresa del sector,Miraflores,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
E362F91DE02B4E0061373E686DCF3405,Analista de Calidad / SSOMA,Importante empresa del sector,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,4
80DE23FE697982F561373E686DCF3405,Analista de Logística / Operaciones,Plásticos Nacionales S.A,Lima,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,5
86D9572F098E011E61373E686DCF3405,Analista de Contabilidad / Nóminas,Manpower,Lima,0,,,3,Mid-Level,universitario,4,Presencial,0,1,Contrato de Suplencia,Completa,0,4
5B2214862059A2BA61373E686DCF3405,Analista de TI / Sistemas,Alese SAC,Santiago De Surco,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,4
34B6715C9A4EDEB461373E686DCF3405,Analista (General),Well HR,Lurin,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
2EE9E18F035D7BB561373E686DCF3405,Analista (General),Adecco Perú S.A.,Ate,1,1940.0,Alto,2,Mid-Level,educación secundaria,2,Híbrido,1,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
7A444E5D6027E9F361373E686DCF3405,Analista de Logística / Operaciones,JP Logistica SAC,Lima,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,7
0F793518A811D65B61373E686DCF3405,Analista de Comercial / Ventas,Necomplus,Santiago De Surco,1,1600.0,Alto,0,Junior,educación secundaria,2,Presencial,0,1,Contrato por Obra Determinada o Servicio Específico,Completa,0,6
989C6151981B43F561373E686DCF3405,Analista de Créditos y Cobranzas,CREDIFACIL PERU J & J S.A.C,Barranca,1,1200.0,Medio,1,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,3
F2C467509CDC5EF061373E686DCF3405,Analista (General),Platanitos Boutique,Ate,0,,,2,Mid-Level,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
7192FBB8C844DF7E61373E686DCF3405,Analista (General), consulting,Santiago De Surco,0,,,2,Mid-Level,técnico,3,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
8755940EAFF6D4D561373E686DCF3405,Analista (General),Ceva Logistics Perú S.R.L.,Lurin,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,4
F97C8C0E6442CB3C61373E686DCF3405,Analista de Comercial / Ventas,KODO MOTORS DEL PERU SAC,Lima,0,,,0,Junior,universitario,4,Presencial,0,1,Contrato por Inicio o Incremento de Actividad,Completa,0,5
85D8B0D44D24FF8861373E686DCF3405,Analista de Calidad / SSOMA,Packplast Envolturas SAC,Lurigancho,0,,,1,Junior,técnico,3,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
00B2DFF4F5BC657F61373E686DCF3405,Analista de Datos / BI,TALENTO GRUPO DC INTERNACIONAL PERU SOCIEDAD ANONIMA CERRADA,San Isidro,0,,,0,Junior,técnico,3,Presencial,0,1,Contrato a Plazo Indeterminado,Completa,0,6
920AB0604A5D6AFA61373E686DCF3405,Analista de Marketing,Inmobiliaria & constructora VIVALDI SAC,Lima,0,,,1,Junior,universitario,4,Presencial,0,1,Contrato por Necesidades del Mercado,Completa,0,3
